Pokemon,Trainer,Level,Move 1,Move 2,Move 3,Move 4
Toxtricity,Breeder Lydia,26,Shock Wave,Drain Punch,Payback,Shift Gear
Toxtricity,Guitarist Kirk,32,Sludge Bomb,Overdrive,Venoshock,Hyper Voice
Toxtricity,Guitarist Dalton,60,Overdrive,Nuzzle,Hidden Power Grass,Substitute
Trapinch,Ruin Maniac Garrison & Jani,65,High Horsepower,First Impression,Quick Attack,Protect
Trapinch,Team Magma Grunt Magma Hideout #4,80,Earthquake,Crunch,Leech Life,Swagger
Trevenant,Camper Merc,52,Horn Leech,Shadow Claw,Substitute,Will-O-Wisp
Trevenant,Cool Trainer Quincy,93,Poltergeist,Horn Leech,Leech Seed,Substitute
Tropius,Bird Keeper Robert,69,Air Slash,Earthquake,Leech Seed,Substitute
Tropius,Psychic Jacki & Alberto,96,Hurricane,Grass Knot,Helping Hand,Tailwind
Tsareena,Battle Girl Luna,28,Trop Kick,Knock Off,Low Kick,Synthesis
Tsareena,Trainer Rival Cycling Road Blaziken,36,Trop Kick,Knock Off,Triple Axel,Low Kick
Tsareena,Trainer Rival Cycling Road Swampert,36,Trop Kick,Knock Off,Triple Axel,Low Kick
Tsareena,Beauty Johanna,58,Power Whip,High Jump Kick,Knock Off,Triple Axel
Tsareena,Cool Trainer Carolina & Cory,64,Power Whip,Zen Headbutt,Low Kick,Flail
Tsareena,Lass Andrea & Connie,90,Power Whip,Triple Axel,Acupressure,Protect
Turtonator,Battle Girl Luna,27,Heat Crash,Heavy Slam,Protect,Will-O-Wisp
Turtonator,Kindler Hayden,34,Dragon Pulse,Fire Spin,Explosion,Earthquake
Turtonator,Kindler Cole,53,Overheat,Dragon Claw,Heat Crash,Shell Smash
Turtonator,Expert Donald,60,Dragon Claw,Explosion,Heavy Slam,Curse
Turtonator,Team Magma Grunt Magma Hideout #5,75,Flamethrower,Dragon Pulse,Explosion,Shell Smash
Turtonator,Team Magma Grunt Magma Hideout #4teen,76,Draco Meteor,Overheat,Scorching Sands,Protect
Turtonator,Swimmer♂ Dean,86,Flamethrower,Dragon Pulse,Scorching Sands,Shell Smash
Turtonator,Cool Trainer Halle,94,Heat Crash,Explosion,Body Press,Curse
Typhlosion,Collector Edwin,38,Eruption,Flamethrower,Focus Blast,Wild Charge
Typhlosion,Rich Boy Santos,45,Eruption,,,
Typhlosion-Hisui,Swimmer♀ Carlee & Harrison,90,Fire Blast,Heat Wave,Shadow Ball,Protect
Tyranitar,Cool Trainer Cristin,70,Stone Edge,Pursuit,Earthquake,Counter
Tyranitar,Triathlete Pablo,89,Stone Edge,Crunch,Pursuit,Heavy Slam
Tyranitar,Cool Trainer Felix,93,Stone Edge,Crunch,Pursuit,Stealth Rock
Tyranitar-Mega,Magma Admin Tabitha Space Center,89,Crunch,Low Kick,Heavy Slam,Taunt
Tyrantrum,Ruin Maniac Chip,69,Head Smash,Scale Shot,Earthquake,Substitute
Tyrantrum,Magma Admin Courtney Space center,86,Head Smash,Scale Shot,Close Combat,Rock Polish
Tyrunt,Youngster Josh,23,Rock Slide,Breaking Swipe,Stomping Tantrum,Aerial Ace
Umbreon,Hex Maniac Leah,73,Foul Play,Payback,Baton Pass,Curse
Unfezant,Triathlete Benjamin,35,Dual Wingbeat,Quick Attack,Night Slash,Focus Energy
Ursaluna,Fisherman Roger & Koji,89,High Horsepower,Body Slam,Body Press,Bulk Up
Ursaluna,Sis And Bro Reli And Ian,89,Return,High Horsepower,Stone Edge,Payback
Ursaluna,Black Belt Koichi,95,Earthquake,Facade,Retaliate,Crunch
Ursaring,Cool Trainer Jennifer & Callie,69,Facade,Retaliate,Gunk Shot,High Horsepower
Ursaring,Team Magma Grunt Magma Hideout#15,75,Facade,Earthquake,Crunch,Protect
Urshifu,Elite Four Sidney,100,Close Combat,Wicked Blow,Sucker Punch,Swords Dance
Urshifu,Elite Four SidneyDouble,100,Close Combat,Wicked Blow,Reversal,Detect
Urshifu-Rapid-Strike,Aqua Leader Archie Mt Pyre,76,Close Combat,Surging Strikes,Poison Jab,Detect
Vanilluxe,Cool Trainer Brooke,45,Blizzard,Freeze-Dry,Ice Shard,Explosion
Vaporeon,Fisherman Claude,49,Scald,Ice Beam,Baton Pass,Substitute
Vaporeon,Swimmer♀ Tisha,88,Scald,Acid Armor,Baton Pass,Rest
Venomoth,Psychic Jaclyn,34,Bug Buzz,Sludge Bomb,Energy Ball,Psychic
Venomoth,Camper Flint & Edwardo,69,Bug Buzz,Sludge Bomb,Quiver Dance,Sleep Powder
Venomoth,Psychic Virgil & Nate,85,Bug Buzz,Sludge Bomb,Quiver Dance,Sleep Powder
Venusaur,Kindler Bryant & Shayla,51,Petal Blizzard,Sludge Bomb,Earthquake,Weather Ball
Venusaur,Swimmer♂ Zappator,88,Solar Beam,Earth Power,Weather Ball,Growth
Venusaur,Cool Trainer Edgar,95,Solar Beam,Earthquake,Weather Ball,Growth
Venusaur-Mega,Trainer Chelle Mt Pyre,77,Sludge Bomb,Giga Drain,Stomping Tantrum,Sleep Powder
Venusaur-Mega,Cool Trainer Hope & Albert,95,Sludge Bomb,Giga Drain,Earthquake,Sleep Powder
Vespiquen,Trainer Chelle Daycare,31,Attack Order,Dual Wingbeat,Power Gem,Hidden Power Grass
Vibrava,Bug Maniac James,21,Stomping Tantrum,Breaking Swipe,Bug Bite,Roost
Victini,Magma Admin Tabitha Magma Hideout,78,V-create,Psychic,Bolt Strike,Energy Ball
Victreebel,Pokéfan Isabel & Kaleb,37,Belch,Leaf Blade,Poison Jab,Sleep Powder
Victreebel,Magma Admin Tabitha Mt Chimney,53,Solar Blade,Gunk Shot,Weather Ball,Sleep Powder
Victreebel,Sis And Bro Reli And Ian,90,Solar Blade,Gunk Shot,Weather Ball,Sleep Powder
Vikavolt,Bird Keeper Coby,46,Bug Buzz,Charge Beam,Energy Ball,Agility
Vikavolt,Bird Keeper Perry & Chester,60,Thunderbolt,Bug Buzz,Electroweb,Energy Ball
Vikavolt,Bird Keeper Robert,69,Bug Buzz,Thunderbolt,Solar Beam,Guillotine
Vikavolt,Bird Keeper Camden & Donny,86,Thunderbolt,Bug Buzz,Electroweb,Roost
Vikavolt,Trainer Wally VR,94,Thunderbolt,Bug Buzz,Energy Ball,Sticky Web
Vileplume,Camper Tyron & Celina,33,Sludge Bomb,Giga Drain,Sleep Powder,Strength Sap
Vivillon,Bug Catcher Jose,24,Bug Buzz,Air Slash,Quiver Dance,Roost
Vivillon,Bug Maniac Jeffrey,73,Hurricane,Bug Buzz,Quiver Dance,Sleep Powder
Vivillon,Cool Trainer Wendy & Braxton,95,Pollen Puff,Rage Powder,Sleep Powder,Stun Spore
Volbeat,Battle Girl Vivian,32,Bug Buzz,Discharge,Baton Pass,Tail Glow
Volcarona,Leader Winona,69,Bug Buzz,Fiery Dance,Psychic,Quiver Dance
Volcarona,Swimmer♀ Carlee & Harrison,90,Heat Wave,Bug Buzz,Giga Drain,Quiver Dance
Volcarona,Hex Maniac Gongas,95,Bug Buzz,Fiery Dance,Giga Drain,Quiver Dance
Wailord,Ninja Boy Takashi & Dayton,62,Water Spout,Surf,Explosion,
Wailord,Swimmer♂ Cranberry,84,Water Spout,Hydro Pump,Self-Destruct,
Walrein,Team Aqua Grunt Weather Inst #2,62,Liquidation,Freeze-Dry,Body Press,Curse
Walrein,Team Aqua Grunt Aqua Hideout #4,78,Blizzard,Scald,Substitute,Toxic
Walrein,Lass Pearl,89,Blizzard,Scald,Freeze-Dry,Substitute
Walrein,Cool Trainer Katelynn,93,Ice Beam,Scald,Whirlpool,Super Fang
Watchog,Camper Tyron & Celina,33,Hyper Fang,Iron Tail,Aqua Tail,Revenge
Weavile,Trainer Rival Cycling Road Blaziken,36,Night Slash,Pursuit,Icicle Spear,Low Kick
Weavile,Team Aqua Grunt Weather Inst #3,62,Knock Off,Pursuit,Triple Axel,Psycho Cut
Weavile,Trainer Rival Lilycove Blaziken,72,Knock Off,Ice Shard,Pursuit,Triple Axel
Weavile,Trainer Rival Lilycove Swampert,72,Knock Off,Ice Shard,Pursuit,Triple Axel
Weavile,Triathlete Aubrey,82,Pursuit,Triple Axel,Psycho Cut,Low Kick
Weavile,Team Magma Grunt Space Center #2,86,Night Slash,Ice Shard,Low Kick,Swords Dance
Weavile,Cool Trainer Halle,95,Knock Off,Triple Axel,Low Kick,Swords Dance
Weedle,Fisherman Bill,16,Bug Bite,,,
Weezing,Cool Trainer Tammy & Cale,72,Sludge Bomb,Fire Blast,Assurance,Protect
Weezing-Galar,Ninja Boy Lao,45,Strange Steam,Venoshock,Flamethrower,Toxic
Weezing-Galar,Kindler Cole,54,Play Rough,Explosion,Payback,Overheat
Weezing-Galar,Cool Trainer Tammy & Cale,71,Gunk Shot,Strange Steam,Assurance,Protect
Weezing-Galar,Team Magma Grunt Magma Hideout #11,77,Misty Explosion,Sludge Wave,Strange Steam,Fire Blast
Weezing-Galar,Team Magma Grunt Space Center #7,85,Sludge Bomb,Flamethrower,Protect,Will-O-Wisp
Weezing-Galar,Expert Mollie & Conor,90,Sludge Bomb,Strange Steam,Fire Blast,Will-O-Wisp
Whimsicott,Lass Janice,24,Energy Ball,Dazzling Gleam,Nature Power,Grass Whistle
Whimsicott,Cool Trainer Shannon,93,Energy Ball,Hurricane,Weather Ball,Grass Whistle
Whimsicott,Old Couple John And Jay,94,Moonblast,Encore,Grass Whistle,Tailwind
Whirlipede,Team Aqua Grunt Museum #2,16,Venoshock,Poison Tail,Pin Missile,Rollout
Whiscash,Hiker Lenny,51,Earthquake,Aqua Tail,Bounce,Dragon Dance
Whiscash,Swimmer♀ Rose & Deandre,58,Aqua Tail,Stomping Tantrum,Zen Headbutt,Dragon Dance
Whiscash,Lady Brianna,89,Earthquake,Waterfall,Zen Headbutt,Dragon Dance
Wigglytuff,Picnicker Diana,52,Self-Destruct,Moonblast,Grass Knot,Sing
Wingull,Sailor Edmond,13,Water Pulse,Air Cutter,Shock Wave,Rain Dance
Wobbuffet,Magma Leader Maxie Mt Chimney,53,Counter,Mirror Coat,Destiny Bond,Encore
Wobbuffet,Hex Maniac Valerie,73,Counter,Mirror Coat,Destiny Bond,Encore
Wobbuffet,Team Aqua Grunt Aqua Hideout #8,80,Counter,Mirror Coat,Destiny Bond,Encore
Wobbuffet,Triathlete Darren,94,Counter,Mirror Coat,Destiny Bond,Encore
Wobbuffet,Ninja Boy Jack,95,Counter,Mirror Coat,Destiny Bond,Encore
Wormadam,Bug Maniac Brent,70,Leaf Storm,Bug Buzz,Psychic,Giga Drain
Wormadam-Sandy,Bug Maniac Brent,70,Earthquake,Rock Blast,Infestation,Fissure
Wormadam-Trash,Bug Maniac Brent,70,Iron Head,Infestation,Protect,Metal Burst
Wurmple,Fisherman Bill,15,Bug Bite,,,
Wyrdeer,Bird Keeper Josue & Andres,64,Psychic,Hyper Voice,Light Screen,Reflect
Wyrdeer,Ninja Boy Jack,95,Psychic,Megahorn,Throat Chop,Thunder Wave
Wyrdeer,Psychic Jacki & Alberto,95,Psychic,Megahorn,Thunder,Earthquake
Xatu,Psychic Jaclyn,33,Extrasensory,Drill Peck,Heat Wave,Light Screen
Xurkitree,Magma Admin Courtney Space center,87,Thunderbolt,Grass Knot,Hypnosis,Substitute
Yanma,Triathlete Mikey,9,Acrobatics,Sonic Boom,,
Yanmega,Cool Trainer Randall,39,Bug Buzz,Air Slash,Giga Drain,Detect
Yanmega,Bird Keeper Jared,67,Bug Buzz,Air Slash,U-turn,
Yanmega,Pokémaniac Mark,72,Bug Buzz,Air Slash,Ancient Power,Hypnosis
Yanmega,Magma Admin Tabitha Magma Hideout,77,Air Slash,Giga Drain,Hidden Power Fire,Detect
Yanmega,Cool Trainer Katelynn,93,Bug Buzz,Air Slash,Hypnosis,Substitute
Yanmega,Black Belt Koichi,95,Hurricane,Bug Buzz,U-turn,
Yveltal,Elite Four Sidney,100,Dark Pulse,Oblivion Wing,Heat Wave,Roost
Zangoose,Collector Hector,51,Facade,Close Combat,Night Slash,Detect
Zangoose,Tuber Simon,57,Last Resort,Retaliate,,
Zangoose,Bug Catcher Davis,94,Quick Attack,Close Combat,Night Slash,Belly Drum
Zapdos,Aqua Leader Archie Seafloor Cavern,90,Hurricane,Thunder,Weather Ball,Roost
Zapdos-Galar,Trainer Rival Lilycove Swampert,73,Brave Bird,Thunderous Kick,Throat Chop,Bulk Up
Zarude,Magma Leader Maxie Mt Chimney,54,Power Whip,Darkest Lariat,U-turn,Low Kick
Zebstrika,Battle Girl Vivian,32,Thunderbolt,Flamethrower,Signal Beam,Low Kick
Zebstrika,Triathlete Julio,53,Zing Zap,Overheat,Low Kick,Light Screen
Zebstrika,Cool Trainer Jennifer & Callie,70,Zing Zap,High Horsepower,Low Kick,Magnet Rise
Zebstrika,Team Magma Grunt Space Center #1,84,Zing Zap,Overheat,High Horsepower,Low Kick
Zekrom,Elite Four DrakeDouble,100,Draco Meteor,Bolt Strike,Scale Shot,Protect
Zeraora,Leader Wattson,35,Plasma Fists,Close Combat,Knock Off,Grass Knot
Zoroark,Triathlete Jasmine,35,Night Daze,Knock Off,Flamethrower,Sludge Bomb
Zoroark,Ninja Boy Keigo,70,Night Daze,Flamethrower,Aura Sphere,Nasty Plot
Zoroark,Team Magma Grunt Magma Hideout #10,75,Night Daze,Fire Blast,Grass Knot,Nasty Plot
Zoroark,Team Magma Grunt Magma Hideout #3,75,Pursuit,Fire Blast,Focus Blast,Sludge Bomb
Zoroark,Leader Tate,86,Night Daze,Pursuit,Sludge Bomb,Aura Sphere
Zoroark,Team Aqua Grunt Seafloor Cavern #5,87,Night Daze,Aura Sphere,Extrasensory,Nasty Plot
Zoroark,Ninja Boy Jack,95,Sucker Punch,Knock Off,Low Kick,Swords Dance
Zoroark-Hisui,Cool Trainer Caroline,95,Hyper Voice,Flamethrower,Grass Knot,Nasty Plot
Zoroark-Hisui,Elite Four Phoebe,100,Shadow Ball,Flamethrower,U-turn,Grass Knot
Zygarde,Elite Four Drake,100,Thousand Arrows,Dragon Claw,Coil,Glare
Zygarde,Elite Four DrakeDouble,100,Thousand Waves,Breaking Swipe,Extreme Speed,Coil
Zygarde-10%,Leader Roxanne,23,Thousand Arrows,Dragon Claw,Extreme Speed,Skitter Smack
